Run ID,Size (MB),Tissue,Study,Tissue Code
ERR3379102,12,brain,ERP115840,BRAIN
ERR3379040,12,brain,ERP115840,BRAIN
ERR3379194,13,brain,ERP115840,BRAIN
ERR3379195,13,brain,ERP115840,BRAIN
ERR3379112,13,brain,ERP115840,BRAIN
ERR3379056,13,brain,ERP115840,BRAIN
ERR3379093,13,brain,ERP115840,BRAIN
ERR3379105,13,brain,ERP115840,BRAIN
ERR3379034,13,brain,ERP115840,BRAIN
ERR3379312,14,brain,ERP115840,BRAIN
ERR3379335,14,brain,ERP115840,BRAIN
ERR3379227,14,brain,ERP115840,BRAIN
ERR3379177,14,brain,ERP115840,BRAIN
ERR3379188,14,brain,ERP115840,BRAIN
ERR3379071,14,brain,ERP115840,BRAIN
ERR3379077,14,brain,ERP115840,BRAIN
ERR3379417,15,brain,ERP115840,BRAIN
ERR3379418,15,brain,ERP115840,BRAIN
ERR3379318,15,brain,ERP115840,BRAIN
ERR3379320,15,brain,ERP115840,BRAIN
ERR3379332,15,brain,ERP115840,BRAIN
ERR3379236,15,brain,ERP115840,BRAIN
ERR3379269,15,brain,ERP115840,BRAIN
ERR3379176,15,brain,ERP115840,BRAIN
ERR3379217,15,brain,ERP115840,BRAIN
ERR3379089,15,brain,ERP115840,BRAIN
ERR3379092,15,brain,ERP115840,BRAIN
ERR3379104,15,brain,ERP115840,BRAIN
ERR3379039,15,brain,ERP115840,BRAIN
ERR3379356,16,brain,ERP115840,BRAIN
ERR3379364,16,brain,ERP115840,BRAIN
ERR3379317,16,brain,ERP115840,BRAIN
ERR3379329,16,brain,ERP115840,BRAIN
ERR3379244,16,brain,ERP115840,BRAIN
ERR3379248,16,brain,ERP115840,BRAIN
ERR3379271,16,brain,ERP115840,BRAIN
ERR3379167,16,brain,ERP115840,BRAIN
ERR3379355,17,brain,ERP115840,BRAIN
ERR3379377,17,brain,ERP115840,BRAIN
ERR3379328,17,brain,ERP115840,BRAIN
ERR3379276,17,brain,ERP115840,BRAIN
ERR3379140,17,brain,ERP115840,BRAIN
ERR3379144,17,brain,ERP115840,BRAIN
ERR3379052,17,brain,ERP115840,BRAIN
ERR3379426,18,brain,ERP115840,BRAIN
ERR3379455,18,brain,ERP115840,BRAIN
ERR3379456,18,brain,ERP115840,BRAIN
ERR3379392,18,brain,ERP115840,BRAIN
ERR3379304,18,brain,ERP115840,BRAIN
ERR3379180,18,brain,ERP115840,BRAIN
ERR3379132,18,brain,ERP115840,BRAIN
ERR3379142,18,brain,ERP115840,BRAIN
ERR3379161,18,brain,ERP115840,BRAIN
ERR3379429,19,brain,ERP115840,BRAIN
ERR3379452,19,brain,ERP115840,BRAIN
ERR3379454,19,brain,ERP115840,BRAIN
ERR3379367,19,brain,ERP115840,BRAIN
ERR3379291,19,brain,ERP115840,BRAIN
ERR3379322,19,brain,ERP115840,BRAIN
ERR3379327,19,brain,ERP115840,BRAIN
ERR3379198,19,brain,ERP115840,BRAIN
ERR3379070,19,brain,ERP115840,BRAIN
ERR3379101,19,brain,ERP115840,BRAIN
ERR3379408,20,brain,ERP115840,BRAIN
ERR3379421,20,brain,ERP115840,BRAIN
ERR3379363,20,brain,ERP115840,BRAIN
ERR3379324,20,brain,ERP115840,BRAIN
ERR3379325,20,brain,ERP115840,BRAIN
ERR3379326,20,brain,ERP115840,BRAIN
ERR3379339,20,brain,ERP115840,BRAIN
ERR3379228,20,brain,ERP115840,BRAIN
ERR3379270,20,brain,ERP115840,BRAIN
ERR3379280,20,brain,ERP115840,BRAIN
ERR3379286,20,brain,ERP115840,BRAIN
ERR3379050,20,brain,ERP115840,BRAIN
ERR3379062,20,brain,ERP115840,BRAIN
ERR3379099,20,brain,ERP115840,BRAIN
ERR3379028,20,brain,ERP115840,BRAIN
ERR3379314,21,brain,ERP115840,BRAIN
ERR3379321,21,brain,ERP115840,BRAIN
ERR3379216,21,brain,ERP115840,BRAIN
ERR3379117,21,brain,ERP115840,BRAIN
ERR3379079,21,brain,ERP115840,BRAIN
ERR3379413,22,brain,ERP115840,BRAIN
ERR3379422,22,brain,ERP115840,BRAIN
ERR3379374,22,brain,ERP115840,BRAIN
ERR3379401,22,brain,ERP115840,BRAIN
ERR3379346,22,brain,ERP115840,BRAIN
ERR3379253,22,brain,ERP115840,BRAIN
ERR3379259,22,brain,ERP115840,BRAIN
ERR3379206,22,brain,ERP115840,BRAIN
ERR3379110,22,brain,ERP115840,BRAIN
ERR3379131,22,brain,ERP115840,BRAIN
ERR3379166,22,brain,ERP115840,BRAIN
ERR3379043,22,brain,ERP115840,BRAIN
ERR3379420,23,brain,ERP115840,BRAIN
ERR3379442,23,brain,ERP115840,BRAIN
ERR3379316,23,brain,ERP115840,BRAIN
ERR3379338,23,brain,ERP115840,BRAIN
ERR3379341,23,brain,ERP115840,BRAIN
ERR3379344,23,brain,ERP115840,BRAIN
ERR3379256,23,brain,ERP115840,BRAIN
ERR3379184,23,brain,ERP115840,BRAIN
ERR3379214,23,brain,ERP115840,BRAIN
ERR3379225,23,brain,ERP115840,BRAIN
ERR3379115,23,brain,ERP115840,BRAIN
ERR3379146,23,brain,ERP115840,BRAIN
ERR3379415,24,brain,ERP115840,BRAIN
ERR3379432,24,brain,ERP115840,BRAIN
ERR3379437,24,brain,ERP115840,BRAIN
ERR3379372,24,brain,ERP115840,BRAIN
ERR3379393,24,brain,ERP115840,BRAIN
ERR3379313,24,brain,ERP115840,BRAIN
ERR3379319,24,brain,ERP115840,BRAIN
ERR3379337,24,brain,ERP115840,BRAIN
ERR3379237,24,brain,ERP115840,BRAIN
ERR3379275,24,brain,ERP115840,BRAIN
ERR3379165,24,brain,ERP115840,BRAIN
ERR3379057,24,brain,ERP115840,BRAIN
ERR3379091,24,brain,ERP115840,BRAIN
ERR3379445,25,brain,ERP115840,BRAIN
ERR3379347,25,brain,ERP115840,BRAIN
ERR3379294,25,brain,ERP115840,BRAIN
ERR3379311,25,brain,ERP115840,BRAIN
ERR3379072,25,brain,ERP115840,BRAIN
ERR3379085,25,brain,ERP115840,BRAIN
ERR3379096,25,brain,ERP115840,BRAIN
ERR3379097,25,brain,ERP115840,BRAIN
ERR3379017,25,brain,ERP115840,BRAIN
ERR3379041,25,brain,ERP115840,BRAIN
ERR3379414,26,brain,ERP115840,BRAIN
ERR3379434,26,brain,ERP115840,BRAIN
ERR3379446,26,brain,ERP115840,BRAIN
ERR3379353,26,brain,ERP115840,BRAIN
ERR3379354,26,brain,ERP115840,BRAIN
ERR3379359,26,brain,ERP115840,BRAIN
ERR3379366,26,brain,ERP115840,BRAIN
ERR3379336,26,brain,ERP115840,BRAIN
ERR3379345,26,brain,ERP115840,BRAIN
ERR3379229,26,brain,ERP115840,BRAIN
ERR3379241,26,brain,ERP115840,BRAIN
ERR3379246,26,brain,ERP115840,BRAIN
ERR3379265,26,brain,ERP115840,BRAIN
ERR3379278,26,brain,ERP115840,BRAIN
ERR3379126,26,brain,ERP115840,BRAIN
ERR3379158,26,brain,ERP115840,BRAIN
ERR3379067,26,brain,ERP115840,BRAIN
ERR3379042,26,brain,ERP115840,BRAIN
ERR3379435,27,brain,ERP115840,BRAIN
ERR3379287,27,brain,ERP115840,BRAIN
ERR3379274,27,brain,ERP115840,BRAIN
ERR3379282,27,brain,ERP115840,BRAIN
ERR3379135,27,brain,ERP115840,BRAIN
ERR3379054,27,brain,ERP115840,BRAIN
ERR3379087,27,brain,ERP115840,BRAIN
ERR3379023,27,brain,ERP115840,BRAIN
ERR3379425,28,brain,ERP115840,BRAIN
ERR3379453,28,brain,ERP115840,BRAIN
ERR3379357,28,brain,ERP115840,BRAIN
ERR3379388,28,brain,ERP115840,BRAIN
ERR3379331,28,brain,ERP115840,BRAIN
ERR3379122,28,brain,ERP115840,BRAIN
ERR3379124,28,brain,ERP115840,BRAIN
ERR3379409,29,brain,ERP115840,BRAIN
ERR3379411,29,brain,ERP115840,BRAIN
ERR3379412,29,brain,ERP115840,BRAIN
ERR3379348,29,brain,ERP115840,BRAIN
ERR3379391,29,brain,ERP115840,BRAIN
ERR3379315,29,brain,ERP115840,BRAIN
ERR3379183,29,brain,ERP115840,BRAIN
ERR3379202,29,brain,ERP115840,BRAIN
ERR3379111,29,brain,ERP115840,BRAIN
ERR3379130,29,brain,ERP115840,BRAIN
ERR3379143,29,brain,ERP115840,BRAIN
ERR3379080,29,brain,ERP115840,BRAIN
ERR3379447,30,brain,ERP115840,BRAIN
ERR3379303,30,brain,ERP115840,BRAIN
ERR3379211,30,brain,ERP115840,BRAIN
ERR3379059,30,brain,ERP115840,BRAIN
ERR3379088,30,brain,ERP115840,BRAIN
ERR3379410,31,brain,ERP115840,BRAIN
ERR3379451,31,brain,ERP115840,BRAIN
ERR3379362,31,brain,ERP115840,BRAIN
ERR3379373,31,brain,ERP115840,BRAIN
ERR3379403,31,brain,ERP115840,BRAIN
ERR3379404,31,brain,ERP115840,BRAIN
ERR3379232,31,brain,ERP115840,BRAIN
ERR3379249,31,brain,ERP115840,BRAIN
ERR3379215,31,brain,ERP115840,BRAIN
ERR3379164,31,brain,ERP115840,BRAIN
ERR3379375,32,brain,ERP115840,BRAIN
ERR3379181,32,brain,ERP115840,BRAIN
ERR3379190,32,brain,ERP115840,BRAIN
ERR3379136,32,brain,ERP115840,BRAIN
ERR3379076,32,brain,ERP115840,BRAIN
ERR3379083,32,brain,ERP115840,BRAIN
ERR3379026,32,brain,ERP115840,BRAIN
ERR3379394,33,brain,ERP115840,BRAIN
ERR3379258,33,brain,ERP115840,BRAIN
ERR3379193,33,brain,ERP115840,BRAIN
ERR3379119,33,brain,ERP115840,BRAIN
ERR3379073,33,brain,ERP115840,BRAIN
ERR3379090,33,brain,ERP115840,BRAIN
ERR3379045,33,brain,ERP115840,BRAIN
ERR3379448,34,brain,ERP115840,BRAIN
ERR3379350,34,brain,ERP115840,BRAIN
ERR3379351,34,brain,ERP115840,BRAIN
ERR3379382,34,brain,ERP115840,BRAIN
ERR3379277,34,brain,ERP115840,BRAIN
ERR3379138,34,brain,ERP115840,BRAIN
ERR3379152,34,brain,ERP115840,BRAIN
ERR3379061,34,brain,ERP115840,BRAIN
ERR3379063,34,brain,ERP115840,BRAIN
ERR3379264,35,brain,ERP115840,BRAIN
ERR3379192,35,brain,ERP115840,BRAIN
ERR3379053,35,brain,ERP115840,BRAIN
ERR3379419,36,brain,ERP115840,BRAIN
ERR3379450,36,brain,ERP115840,BRAIN
ERR3379296,36,brain,ERP115840,BRAIN
ERR3379245,36,brain,ERP115840,BRAIN
ERR3379252,36,brain,ERP115840,BRAIN
ERR3379205,36,brain,ERP115840,BRAIN
ERR3379153,36,brain,ERP115840,BRAIN
ERR3379069,36,brain,ERP115840,BRAIN
ERR3379020,36,brain,ERP115840,BRAIN
ERR3379233,37,brain,ERP115840,BRAIN
ERR3379273,37,brain,ERP115840,BRAIN
ERR3379285,37,brain,ERP115840,BRAIN
ERR3379125,37,brain,ERP115840,BRAIN
ERR3379159,37,brain,ERP115840,BRAIN
ERR3379084,37,brain,ERP115840,BRAIN
ERR3379427,38,brain,ERP115840,BRAIN
ERR3379461,38,brain,ERP115840,BRAIN
ERR3379360,38,brain,ERP115840,BRAIN
ERR3379376,38,brain,ERP115840,BRAIN
ERR3379384,38,brain,ERP115840,BRAIN
ERR3379121,38,brain,ERP115840,BRAIN
ERR3379058,38,brain,ERP115840,BRAIN
ERR3379416,39,brain,ERP115840,BRAIN
ERR3379368,39,brain,ERP115840,BRAIN
ERR3379186,39,brain,ERP115840,BRAIN
ERR3379199,39,brain,ERP115840,BRAIN
ERR3379048,39,brain,ERP115840,BRAIN
ERR3379074,39,brain,ERP115840,BRAIN
ERR3379022,39,brain,ERP115840,BRAIN
ERR3379349,40,brain,ERP115840,BRAIN
ERR3379204,40,brain,ERP115840,BRAIN
ERR3379133,40,brain,ERP115840,BRAIN
ERR3379151,40,brain,ERP115840,BRAIN
ERR3379047,40,brain,ERP115840,BRAIN
ERR3379100,40,brain,ERP115840,BRAIN
ERR3379395,41,brain,ERP115840,BRAIN
ERR3379399,41,brain,ERP115840,BRAIN
ERR3379323,41,brain,ERP115840,BRAIN
ERR3379333,41,brain,ERP115840,BRAIN
ERR3379145,41,brain,ERP115840,BRAIN
ERR3379407,42,brain,ERP115840,BRAIN
ERR3379424,42,brain,ERP115840,BRAIN
ERR3379308,42,brain,ERP115840,BRAIN
ERR3379342,42,brain,ERP115840,BRAIN
ERR3379173,42,brain,ERP115840,BRAIN
ERR3379094,42,brain,ERP115840,BRAIN
ERR3379018,42,brain,ERP115840,BRAIN
ERR3379021,42,brain,ERP115840,BRAIN
ERR3379423,43,brain,ERP115840,BRAIN
ERR3379460,43,brain,ERP115840,BRAIN
ERR3379297,43,brain,ERP115840,BRAIN
ERR3379187,43,brain,ERP115840,BRAIN
ERR3379128,43,brain,ERP115840,BRAIN
ERR3379438,44,brain,ERP115840,BRAIN
ERR3379272,44,brain,ERP115840,BRAIN
ERR3379281,44,brain,ERP115840,BRAIN
ERR3379149,44,brain,ERP115840,BRAIN
ERR3379361,45,brain,ERP115840,BRAIN
ERR3379288,45,brain,ERP115840,BRAIN
ERR3379307,45,brain,ERP115840,BRAIN
ERR3379196,45,brain,ERP115840,BRAIN
ERR3379127,45,brain,ERP115840,BRAIN
ERR3379129,45,brain,ERP115840,BRAIN
ERR3379068,45,brain,ERP115840,BRAIN
ERR3379095,45,brain,ERP115840,BRAIN
ERR3379436,46,brain,ERP115840,BRAIN
ERR3379396,46,brain,ERP115840,BRAIN
ERR3379334,46,brain,ERP115840,BRAIN
ERR3379019,46,brain,ERP115840,BRAIN
ERR3379369,47,brain,ERP115840,BRAIN
ERR3379378,47,brain,ERP115840,BRAIN
ERR3379305,47,brain,ERP115840,BRAIN
ERR3379114,47,brain,ERP115840,BRAIN
ERR3379163,47,brain,ERP115840,BRAIN
ERR3379279,48,brain,ERP115840,BRAIN
ERR3379179,48,brain,ERP115840,BRAIN
ERR3379209,48,brain,ERP115840,BRAIN
ERR3379137,48,brain,ERP115840,BRAIN
ERR3379150,48,brain,ERP115840,BRAIN
ERR3379310,49,brain,ERP115840,BRAIN
ERR3379234,49,brain,ERP115840,BRAIN
ERR3379147,49,brain,ERP115840,BRAIN
ERR3379352,50,brain,ERP115840,BRAIN
ERR3379406,50,brain,ERP115840,BRAIN
ERR3379293,50,brain,ERP115840,BRAIN
ERR3379157,50,brain,ERP115840,BRAIN
ERR3379082,50,brain,ERP115840,BRAIN
ERR3379036,50,brain,ERP115840,BRAIN
ERR3379210,51,brain,ERP115840,BRAIN
ERR3379049,51,brain,ERP115840,BRAIN
ERR3379428,52,brain,ERP115840,BRAIN
ERR3379290,52,brain,ERP115840,BRAIN
ERR3379299,52,brain,ERP115840,BRAIN
ERR3379168,52,brain,ERP115840,BRAIN
ERR3379123,52,brain,ERP115840,BRAIN
ERR3379458,53,brain,ERP115840,BRAIN
ERR3379381,54,brain,ERP115840,BRAIN
ERR3379284,54,brain,ERP115840,BRAIN
ERR3379430,55,brain,ERP115840,BRAIN
ERR3379371,55,brain,ERP115840,BRAIN
ERR3379156,55,brain,ERP115840,BRAIN
ERR3379457,56,brain,ERP115840,BRAIN
ERR3379239,56,brain,ERP115840,BRAIN
ERR3379030,56,brain,ERP115840,BRAIN
ERR3379449,59,brain,ERP115840,BRAIN
ERR3379398,59,brain,ERP115840,BRAIN
ERR3379231,59,brain,ERP115840,BRAIN
ERR3379240,59,brain,ERP115840,BRAIN
ERR3379238,60,brain,ERP115840,BRAIN
ERR3379309,61,brain,ERP115840,BRAIN
ERR3379250,61,brain,ERP115840,BRAIN
ERR3379433,62,brain,ERP115840,BRAIN
ERR3379379,62,brain,ERP115840,BRAIN
ERR3379301,62,brain,ERP115840,BRAIN
ERR3379208,62,brain,ERP115840,BRAIN
ERR3379139,62,brain,ERP115840,BRAIN
ERR3379439,63,brain,ERP115840,BRAIN
ERR3379397,64,brain,ERP115840,BRAIN
ERR3379037,64,brain,ERP115840,BRAIN
ERR3379302,65,brain,ERP115840,BRAIN
ERR3379038,66,brain,ERP115840,BRAIN
ERR3379031,68,brain,ERP115840,BRAIN
ERR3379035,68,brain,ERP115840,BRAIN
ERR3379343,70,brain,ERP115840,BRAIN
ERR3379141,70,brain,ERP115840,BRAIN
ERR3379441,71,brain,ERP115840,BRAIN
ERR3379155,71,brain,ERP115840,BRAIN
ERR3379162,71,brain,ERP115840,BRAIN
ERR3379380,72,brain,ERP115840,BRAIN
ERR3379387,72,brain,ERP115840,BRAIN
ERR3379390,72,brain,ERP115840,BRAIN
ERR3379169,73,brain,ERP115840,BRAIN
ERR3379120,73,brain,ERP115840,BRAIN
ERR3379046,74,brain,ERP115840,BRAIN
ERR3379300,75,brain,ERP115840,BRAIN
ERR3379134,77,brain,ERP115840,BRAIN
ERR3379191,79,brain,ERP115840,BRAIN
ERR3379298,81,brain,ERP115840,BRAIN
ERR3379283,81,brain,ERP115840,BRAIN
ERR3379292,84,brain,ERP115840,BRAIN
ERR3379027,84,brain,ERP115840,BRAIN
ERR3379459,85,brain,ERP115840,BRAIN
ERR3379440,87,brain,ERP115840,BRAIN
ERR3379243,87,brain,ERP115840,BRAIN
ERR3379385,91,brain,ERP115840,BRAIN
ERR3379431,92,brain,ERP115840,BRAIN
ERR3379405,93,brain,ERP115840,BRAIN
ERR3379116,94,brain,ERP115840,BRAIN
ERR3379257,95,brain,ERP115840,BRAIN
ERR3379370,96,brain,ERP115840,BRAIN
ERR3379154,100,brain,ERP115840,BRAIN
ERR3379251,101,brain,ERP115840,BRAIN
ERR3379389,108,brain,ERP115840,BRAIN
ERR3379197,108,brain,ERP115840,BRAIN
ERR3379203,114,brain,ERP115840,BRAIN
ERR3379185,124,brain,ERP115840,BRAIN
ERR3379386,132,brain,ERP115840,BRAIN
ERR3379148,159,brain,ERP115840,BRAIN
ERR3379289,163,brain,ERP115840,BRAIN
ERR3379268,2092,brain,ERP115840,BRAIN
ERR3379266,2126,brain,ERP115840,BRAIN
ERR3379267,2587,brain,ERP115840,BRAIN
ERR3379113,2863,brain,ERP115840,BRAIN
ERR3379462,2987,brain,ERP115840,BRAIN
ERR3379365,4130,brain,ERP115840,BRAIN
ERR3379693,5867,brain,ERP115840,BRAIN
ERR3379695,6204,brain,ERP115840,BRAIN
ERR3379692,6841,brain,ERP115840,BRAIN
ERR3379694,7036,brain,ERP115840,BRAIN
SRR039632,194,brain,SRP002274,BRAIN
SRR039633,196,brain,SRP002274,BRAIN
SRR039628,204,brain,SRP002274,BRAIN
SRR039630,205,brain,SRP002274,BRAIN
SRR039631,205,brain,SRP002274,BRAIN
SRR039629,207,brain,SRP002274,BRAIN
SRR243575,1490,brain,SRP006970,BRAIN
SRR243576,1550,brain,SRP006970,BRAIN
SRR243577,1705,brain,SRP006970,BRAIN
SRR243578,1842,brain,SRP006970,BRAIN
SRR309135,687,brain,SRP007483,BRAIN
SRR309136,700,brain,SRP007483,BRAIN
SRR309137,710,brain,SRP007483,BRAIN
SRR309134,725,brain,SRP007483,BRAIN
SRR309133,728,brain,SRP007483,BRAIN
SRR309144,774,brain,SRP007483,BRAIN
SRR309143,804,brain,SRP007483,BRAIN
SRR309142,831,brain,SRP007483,BRAIN
SRR309141,858,brain,SRP007483,BRAIN
SRR309140,861,brain,SRP007483,BRAIN
SRR309138,925,brain,SRP007483,BRAIN
SRR309139,929,brain,SRP007483,BRAIN
SRR359290,1656,brain,SRP009144,BRAIN
SRR359291,1805,brain,SRP009144,BRAIN
SRR363687,72,brain,SRP009247,BRAIN
SRR363691,91,brain,SRP009247,BRAIN
SRR363688,108,brain,SRP009247,BRAIN
SRR363699,117,brain,SRP009247,BRAIN
SRR363693,120,brain,SRP009247,BRAIN
SRR363701,127,brain,SRP009247,BRAIN
SRR363694,144,brain,SRP009247,BRAIN
SRR363695,160,brain,SRP009247,BRAIN
SRR363692,181,brain,SRP009247,BRAIN
SRR363690,272,brain,SRP009247,BRAIN
SRR363686,289,brain,SRP009247,BRAIN
SRR363685,377,brain,SRP009247,BRAIN
SRR363697,518,brain,SRP009247,BRAIN
SRR363700,594,brain,SRP009247,BRAIN
SRR363698,632,brain,SRP009247,BRAIN
SRR363696,677,brain,SRP009247,BRAIN
SRR363689,713,brain,SRP009247,BRAIN
SRR388226,1705,brain,SRP009659,BRAIN
SRR388228,1758,brain,SRP009659,BRAIN
SRR388227,1842,brain,SRP009659,BRAIN
SRR388229,1908,brain,SRP009659,BRAIN
SRR400669,1511,brain,SRP010427,BRAIN
SRR447181,848,brain,SRP011903,BRAIN
SRR447176,1002,brain,SRP011903,BRAIN
SRR447185,1078,brain,SRP011903,BRAIN
SRR447172,1082,brain,SRP011903,BRAIN
SRR447174,1088,brain,SRP011903,BRAIN
SRR447182,1091,brain,SRP011903,BRAIN
SRR447177,1099,brain,SRP011903,BRAIN
SRR447183,1108,brain,SRP011903,BRAIN
SRR447173,1141,brain,SRP011903,BRAIN
SRR447184,1145,brain,SRP011903,BRAIN
SRR447178,1183,brain,SRP011903,BRAIN
SRR447179,1202,brain,SRP011903,BRAIN
SRR447180,1204,brain,SRP011903,BRAIN
SRR447186,1214,brain,SRP011903,BRAIN
SRR447175,1235,brain,SRP011903,BRAIN
SRR456937,316,brain,SRP012100,BRAIN
SRR456936,384,brain,SRP012100,BRAIN
SRR500482,202,brain,SRP013363,BRAIN
SRR500486,312,brain,SRP013363,BRAIN
SRR500480,375,brain,SRP013363,BRAIN
SRR500478,436,brain,SRP013363,BRAIN
SRR500483,570,brain,SRP013363,BRAIN
SRR500479,571,brain,SRP013363,BRAIN
SRR500481,778,brain,SRP013363,BRAIN
SRR500487,797,brain,SRP013363,BRAIN
SRR500485,955,brain,SRP013363,BRAIN
SRR500484,1106,brain,SRP013363,BRAIN
SRR514132,147,brain,SRP013825,BRAIN
SRR514138,157,brain,SRP013825,BRAIN
SRR514133,171,brain,SRP013825,BRAIN
SRR514128,173,brain,SRP013825,BRAIN
SRR514130,180,brain,SRP013825,BRAIN
SRR514149,182,brain,SRP013825,BRAIN
SRR514131,188,brain,SRP013825,BRAIN
SRR514137,191,brain,SRP013825,BRAIN
SRR514134,199,brain,SRP013825,BRAIN
SRR514145,205,brain,SRP013825,BRAIN
SRR514136,206,brain,SRP013825,BRAIN
SRR514144,207,brain,SRP013825,BRAIN
SRR514148,209,brain,SRP013825,BRAIN
SRR514147,210,brain,SRP013825,BRAIN
SRR514150,222,brain,SRP013825,BRAIN
SRR514135,243,brain,SRP013825,BRAIN
SRR514142,244,brain,SRP013825,BRAIN
SRR514146,255,brain,SRP013825,BRAIN
SRR514143,263,brain,SRP013825,BRAIN
SRR514129,268,brain,SRP013825,BRAIN
SRR514140,295,brain,SRP013825,BRAIN
SRR514141,322,brain,SRP013825,BRAIN
SRR514139,360,brain,SRP013825,BRAIN
SRR514127,466,brain,SRP013825,BRAIN
SRR531716,146,brain,SRP014675,BRAIN
SRR531713,393,brain,SRP014675,BRAIN
SRR531714,395,brain,SRP014675,BRAIN
SRR531709,397,brain,SRP014675,BRAIN
SRR531715,397,brain,SRP014675,BRAIN
SRR531712,400,brain,SRP014675,BRAIN
SRR531683,457,brain,SRP014675,BRAIN
SRR531691,484,brain,SRP014675,BRAIN
SRR531687,490,brain,SRP014675,BRAIN
SRR531707,504,brain,SRP014675,BRAIN
SRR531711,508,brain,SRP014675,BRAIN
SRR531705,515,brain,SRP014675,BRAIN
SRR531710,534,brain,SRP014675,BRAIN
SRR531686,542,brain,SRP014675,BRAIN
SRR531706,568,brain,SRP014675,BRAIN
SRR531708,576,brain,SRP014675,BRAIN
SRR531690,601,brain,SRP014675,BRAIN
SRR531692,616,brain,SRP014675,BRAIN
SRR531685,617,brain,SRP014675,BRAIN
SRR531688,629,brain,SRP014675,BRAIN
SRR531689,638,brain,SRP014675,BRAIN
SRR531684,657,brain,SRP014675,BRAIN
SRR531701,831,brain,SRP014675,BRAIN
SRR531697,888,brain,SRP014675,BRAIN
SRR531704,936,brain,SRP014675,BRAIN
SRR531694,997,brain,SRP014675,BRAIN
SRR531696,999,brain,SRP014675,BRAIN
SRR531703,1010,brain,SRP014675,BRAIN
SRR531698,1011,brain,SRP014675,BRAIN
SRR531700,1024,brain,SRP014675,BRAIN
SRR531695,1032,brain,SRP014675,BRAIN
SRR531699,1061,brain,SRP014675,BRAIN
SRR531693,1112,brain,SRP014675,BRAIN
SRR531702,1140,brain,SRP014675,BRAIN
SRR556766,3217,brain,SRP015435,BRAIN
SRR563556,0,brain,SRP015668,BRAIN
SRR563527,34,brain,SRP015668,BRAIN
SRR563535,43,brain,SRP015668,BRAIN
SRR563525,51,brain,SRP015668,BRAIN
SRR563531,62,brain,SRP015668,BRAIN
SRR563532,74,brain,SRP015668,BRAIN
SRR563536,76,brain,SRP015668,BRAIN
SRR563529,86,brain,SRP015668,BRAIN
SRR563533,100,brain,SRP015668,BRAIN
SRR563539,100,brain,SRP015668,BRAIN
SRR563549,107,brain,SRP015668,BRAIN
SRR563542,109,brain,SRP015668,BRAIN
SRR563543,138,brain,SRP015668,BRAIN
SRR563545,139,brain,SRP015668,BRAIN
SRR563551,139,brain,SRP015668,BRAIN
SRR563537,141,brain,SRP015668,BRAIN
SRR563557,144,brain,SRP015668,BRAIN
SRR563553,147,brain,SRP015668,BRAIN
SRR563546,157,brain,SRP015668,BRAIN
SRR563541,172,brain,SRP015668,BRAIN
SRR563547,174,brain,SRP015668,BRAIN
SRR563552,180,brain,SRP015668,BRAIN
SRR563534,211,brain,SRP015668,BRAIN
SRR563528,230,brain,SRP015668,BRAIN
SRR563548,232,brain,SRP015668,BRAIN
SRR563540,236,brain,SRP015668,BRAIN
SRR563526,237,brain,SRP015668,BRAIN
SRR563550,257,brain,SRP015668,BRAIN
SRR563538,265,brain,SRP015668,BRAIN
SRR563554,265,brain,SRP015668,BRAIN
SRR563530,315,brain,SRP015668,BRAIN
SRR563544,330,brain,SRP015668,BRAIN
SRR563555,390,brain,SRP015668,BRAIN
SRR629564,1066,brain,SRP017465,BRAIN
SRR629580,1107,brain,SRP017465,BRAIN
SRR629565,1167,brain,SRP017465,BRAIN
SRR629566,1190,brain,SRP017465,BRAIN
SRR629577,1221,brain,SRP017465,BRAIN
SRR629570,1287,brain,SRP017465,BRAIN
SRR629569,1369,brain,SRP017465,BRAIN
SRR629581,1369,brain,SRP017465,BRAIN
SRR629563,1492,brain,SRP017465,BRAIN
SRR629568,1506,brain,SRP017465,BRAIN
SRR4098610,1631,brain,SRP017465,BRAIN
SRR629573,1745,brain,SRP017465,BRAIN
SRR629578,1752,brain,SRP017465,BRAIN
SRR629562,1765,brain,SRP017465,BRAIN
SRR629571,1907,brain,SRP017465,BRAIN
SRR629576,2078,brain,SRP017465,BRAIN
SRR629572,2648,brain,SRP017465,BRAIN
SRR629582,2752,brain,SRP017465,BRAIN
SRR629583,2825,brain,SRP017465,BRAIN
SRR4098609,3404,brain,SRP017465,BRAIN
SRR629557,3670,brain,SRP017465,BRAIN
SRR629561,4041,brain,SRP017465,BRAIN
SRR629559,4453,brain,SRP017465,BRAIN
SRR644277,46,brain,SRP017777,BRAIN
SRR644273,127,brain,SRP017777,BRAIN
SRR644276,316,brain,SRP017777,BRAIN
SRR644274,782,brain,SRP017777,BRAIN
SRR644275,878,brain,SRP017777,BRAIN
SRR924623,3219,brain,SRP017966,BRAIN
SRR924624,3387,brain,SRP017966,BRAIN
SRR786618,881,brain,SRP019762,BRAIN
SRR786620,881,brain,SRP019762,BRAIN
SRR786624,881,brain,SRP019762,BRAIN
SRR786619,914,brain,SRP019762,BRAIN
SRR786617,924,brain,SRP019762,BRAIN
SRR786621,930,brain,SRP019762,BRAIN
SRR786623,930,brain,SRP019762,BRAIN
